english,italian
DC9 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He fears.,"<|im_start|>utente</|im_start|>
<|im_end|>"
He grins.,Lui sorride.
EndScene1,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
So do it.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
EndScene2,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
EndScene3,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
IT BURNS.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Scream.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Caretaker,<|im_start|>assistente</|im_end|>
Crypt_Key,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No reply.,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
R-(Jump.),"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Don't be.,"<|im_start|>utente</|im_start|>
Italiano:<|im_end|>
<|im_start|>assistente</|im_start|>"
loot_coin,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Gurgle.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
GreenBall,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Patience.,"<|im_start|>utente</|im_end|>

<|im_start|>assistente</|im_end|>"
Pressure.,"Pressione.
<|im_end|>"
He knows.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He stops.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Annoying.,Antipatico.
"Ah, yeah.","Ah, sì."
...you...,"<|im_start|>utente</|im_start|>
<|im_end|>"
Go ahead.,"<|im_start|>utente</|im_start|>
<|im_end|>"
A tingle.,Un formicolio…
Invisible,"Invisibile
<|im_end|>
<|im_start|>assistente"
FC5 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
Léxandro.,"Léxandro.
Italian:<|im_end|>
<|im_start|>assistente"
Hm. Fine.,Hm. Va bene.
Then I...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC9 wis-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
PRESENCE.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Gasp.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC5 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
open_loot,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Ah, cool.","Ah, interessante."
(Gulp.) \,"<|im_start|>utente</|im_start|>
<|im_end|>"
In shame.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Glorious.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
ANYTHING!,Qualsiasi cosa!
A reward?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
So stern.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Jolt.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
vo_vattar,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Esoteric.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Uh. Yeah.,Uh… Sì.
A weapon?,Un’arma?
Weakling.,Debole.
FirstLine,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You fool!,"<|im_start|>utente</|im_start|>
<|im_end|>"
POSSIBLY.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It helps.,Aiuta.
A little.,Un po’.
What? No!,What? No!
Praying\t,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(HIGHER.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Somewhat.,In un certo senso.
Incoming!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A scroll.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Yes. YES.,Sì. SÌ.
SpikeTrap,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Moo-rose.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
APPLEBOY.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
ATTACHED.,"<|im_start|>utente</|im_start|>
Italiano:<|im_end|>

<|im_start|>assistente</|im_start|>"
Goodapple,"Goodapple
Italian:<|im_end|>
<|im_start|>assistente"
Possibly.,Possibilmente.
A button.,Un pulsante.
FASCISTS!,FASCISTI!
Slightly.,Leggermente.
Probably.,Probabilmente.
DC8 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Cringe.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Insanity.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Pre-Fade?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A figure.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Watching.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"No, it's-","No, è…"
Not. Yet.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Probably?,Probabilmente?
Peaceful.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
NO. SHIT.,NO. CAZZO.
No. None.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Basilisk.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A wizard.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A symbol.,Un simbolo.
...Oh no.,"<|im_start|>utente</|im_start|>
<|im_end|>"
NO SHIT?!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
INCOMING.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Fools.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Language.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Later.,"<|im_start|>utente</|im_start|>
<|im_end|>"
DROP. IT.,"<|im_start|>utente</|im_start|>
<|im_end|>"
One. Two.,"Uno. Due.
<|im_end|>"
"One, two.","One, two."
FC5 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
DC5 dex-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
It stops.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
White_Rat,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Green_Rat,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Black_Rat,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Bene-fit?,Vantaggi?
Horrible.,Terribile.
A SPLASH.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
At first.,All’inizio.
Or a key.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Profound.,Profondo.
Laughter.,"Risate.
<|im_end|>
<|im_start|>assistente"
Infernal.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Leverage?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Rip it.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Movement.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Show-off.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
End this.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
DC8 cha-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
.RagnT4=1,".RagnT4=1
Italian:<|im_end|>
<|im_start|>assistente"
Hm. Well.,Hm… Beh.
Oh. So...,Oh… Quindi…
No. Wait.,No. Aspetta.
Oh right.,"Oh, giusto."
Fancy_Hat,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A String.,Una stringa.
A portal.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Gruesome.,Spaventoso.
DC6 int-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
An altar.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You. Are.,Tu. Sei. Italiano.
FC9 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
He roars.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC7 con-\,"<|im_start|>utente
Italiano:<|im_end|>
<|im_start|>assistente"
FC7 con-\,<|im_start|>assistente</|im_end|>
(Shiver.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FC7 wis-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
FC7 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
A coward.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DrawSword,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
INSTINCT.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A twitch.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Horrific.,Orribile.
PinjaDead,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Snell?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Freeze.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
DC6 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
FC6 cha-\,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
"Ah, shit.","Ah, merda."
Yourself.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Again...?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Southeast,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Girl? No.,"<|im_start|>utente</|im_start|>
Italiano:<|im_end|>
<|im_start|>assistente</|im_start|>"
An anura.,Un anuro.
Too fast.,Troppo veloce.
No mercy.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
vo_triban,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He winks.,Lui fa l’occhiolino.
TERRIBLE.,TERribile.
Barbaric.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Hold. On.,"<|im_start|>utente</|im_start|>
<|im_end|>"
LyingDown,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-No way.,"<|im_start|>utente</|im_start|>
<|im_end|>"
I mean...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
OH! OHHH!,"OH! OHHH!
<|im_end|>"
A danger.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
So speak!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Yes! Now!,Sì! Ora!
It lands.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Before...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Wait, no!","<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
(Follow.),"<|im_start|>utente</|im_start|>
<|im_end|>"
It could.,Potrebbe.
...burns.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Adjacent?,"<|im_start|>utente</|im_start|>
<|im_end|>"
"Oh, fuck.","Oh, merda."
"Oh, okay.","Oh, okay."
"Yes, yes.","Sì, sì."
(Listen.),"<|im_start|>utente</|im_start|>
<|im_end|>"
Anyhow...,Comunque…
DC7 cha-\,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
ROMANTIC.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
BE PROUD.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-Lovely.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
RELIGION.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Remember.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
That's...,That’s…
Pitiable.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Amateurs.,Amatori.
He gulps.,"Inglesse: Lui ingoia in fretta.  
Italiano: <|im_end|>  
<|im_start|>assistente"
Dedendum.,"<|im_start|>utente</|im_start|>
<|im_end|>"
ESOTERIC.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Alarming.,Allarmante.
Q_TeaShop,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
FlipTable,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It's a...,It’s a…
(Do not.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-Whoops.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Perhaps.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A glare.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Oh, yes.","Oh, sì."
Slander.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Slamming,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Tackling,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
CONTACT.,"<|im_start|>Utente</|im_end|>
<|im_start|>Assistente</|im_end|>"
Correct.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Finally!,Finalmente!
Oh shit!,Oh merda!
Oh fuck.,Oh merda.
A truth.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Radiant.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Grunt.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Leave.),"<|im_start|>utente</|im_start|>
<|im_end|>"
(Sob.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Keyboard,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Groan.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Is he...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Hm. Yes.,Hm. Sì.
E-Later.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Ah shit.,"Ah, merda."
WRIGGLE!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Shit...!,Cazzo…!
Sucks...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-Whelp.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Grabbing,"<|im_end|>utente</|im_start|>
<|im_start|>assistente</|im_start|>"
Stabbing,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Tripping,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
"Ah, yes.","Ah, sì."
Oh no...,Oh no…
However.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
WakingUp,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Cheer.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
NEUTRAL.,"NEUTRALE.

<|im_end|>"
OH WELL.,"<|im_start|>utente</|im_start|>
<|im_end|>"
AGILITY.,AGILITÀ.
TYPICAL.,"TIPICO.

<|im_end|>"
Revenge?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It dies.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Be COOL!,"<|im_start|>utente</|im_start|>
<|im_end|>"
Ominous.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Oh yeah.,Oh sì.
(Bow.) \,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Hmm. No.,"<|im_start|>utente</|im_start|>
<|im_end|>"
A smirk?,Un sorrisetto malizioso?
Pff. No.,Pff. No.
A quest?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
So rude.,Così maleducato.
A Shard.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
No shit.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A sword.,Una spada.
E-Right.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Perfect.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Careful.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
OH GODS!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Fine.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
CutScene,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
FreezePC,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Moongore,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Respect.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Respect?,Respetto?
BORING?!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
So loud.,Così forte.
A voice:,"Una voce:
<|im_end|>
<|im_start|>assistente"
Silence.,"Silenzio.
<|im_end|>"
He died.,"<|im_start|>utente</|im_start|>
<|im_end|>

<|im_start|>assistente</|im_start|>"
(Laugh.),"(Risate.)
<|im_end|>
<|im_start|>assistente"
No <no>.,"<|im_start|>utente</|im_start|>
<|im_end|>"
MASSIVE!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Neither.,Nessuno dei due.
(Do it.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Amethyst,"Amethyst
Italian:<|im_end|>
<|im_start|>assistente"
Skeleton,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Phew...!,"Phew…!
<|im_end|>"
Slashing,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Wha...?!,"Wha…?!
<|im_end|>
<|im_start|>assistente"
(Dodge.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Excuses!,Scuse!
NO MORE!,NO ANCORA!
WARNING.,"<|im_start|>utente</|im_start|>
<|im_end|>"
vo_roper,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Lashing.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Breathe.,Respira.
Fades...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Dungeon?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
It does.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Clearly.,Chiaramente.
So yeah.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Another.,Altro.
It is...,It is…
Wet_Deed,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Ancient.,Antico.
(Cough.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Stand.),"<|im_start|>utente</|im_start|>
<|im_end|>"
Helpful.,Utile.
Madness.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Victory.,Vittoria.
Typical.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A pause.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
Failure.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Scrying.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A sound.,Un suono.
Factual.,"Fattuale.
Italiano:<|im_end|>
<|im_start|>assistente"
Unmasked,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
OH SHIT.,OH CAZZO.
What...?,"What…?
<|im_end|>
<|im_start|>assistente"
AH. Yes!,"AH. Sì!
<|im_end|>"
Awkward.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Unfreeze,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Stilted.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
TRAPPED.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Stomp.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Dying...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Falling2,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Falling3,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A tooth.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Focus.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Watch.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
OH GODS.,OH DIOI.
It's...!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A smile?,Un sorriso?
A smile.,Un sorriso.
...back.,"<|im_start|>utente</|im_start|>
<|im_end|>"
Handler?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Win-win.,"<|im_start|>utente</|im_end|>

<|im_start|>assistente</|im_end|>"
...Okay.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
You fly.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Be open.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Floating,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
NOTHING?,NIENTE?
Dancing2,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Macabre?,Macabro?
Do. Not.,<|im_end|>
GiveItem,"<|im_start|>utente
Italian:<|im_end|>
<|im_start|>assistente"
TimeSkip,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
MillSpot,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
...Sure.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A thing?,"<|im_start|>utente</|im_start|>
<|im_end|>"
Ouch...!,"Ouch…!
<|im_end|>"
(Scowl.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Go! Now!,"<|im_start|>utente</|im_start|>
<|im_end|>"
Jackpot!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Secured?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A laugh.,"<|im_start|>utente</|im_start|>
<|im_end|></|im_end|>
<|im_start|>assistente</|im_start|>"
A grunt?,Un grugnito?
A spell!,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
He bows.,"Inglesse: Lui si inchina.
Italiano:<|im_end|>
<|im_start|>assistente"
Excited?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Worried?,Preoccupato?
RollLock,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
(Reach.),"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Mimicry.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
About...,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Be glad.,"<|im_start|>utente</|im_start|>
<|im_end|>"
LongRest,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Beneath.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
A chain.,Una catena.
A crack?,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
OpenDoor,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Freedom.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-Great.,"E-Great.
Italian:<|im_end|>
<|im_start|>assistente"
A CURSE.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
E-Great?,E-Great?
Mortal.,"<|im_start|>utente</|im_end|>
<|im_start|>assistente</|im_end|>"
Danger.,Pericolo.
'Your'?,‘Tuo’?
"(Say, \","<|im_start|>utente</|im_start|>
<|im_end|>"
