english,italian,source_files
DC10 con-\,,sharedassets20.assets
We'll see.,,sharedassets20.assets
(Stumble.),,sharedassets20.assets
UnFreezePC,,sharedassets20.assets
FC17 cha-\,,"sharedassets20.assets, sharedassets4.assets"
DC12 str-\,,"sharedassets20.assets, sharedassets24.assets, sharedassets4.assets"
Hopefully.,,sharedassets20.assets
.BondEbb=1,,sharedassets20.assets
FC17 int-\,,sharedassets20.assets
Or thirst.,,sharedassets20.assets
No. Don't.,,sharedassets20.assets
Whitemane.,,"sharedassets20.assets, sharedassets22.assets"
Perchance.,,sharedassets20.assets
RoperPoint,,sharedassets20.assets
Oh yes...!,,sharedassets20.assets
FELLED...!,,sharedassets20.assets
No answer.,,sharedassets20.assets
Legendary?,,sharedassets20.assets
Sprouting?,,sharedassets20.assets
Okay. Sad.,,sharedassets20.assets
Trembling.,,sharedassets20.assets
"Dance, eh?",,sharedassets20.assets
music_doom,,"sharedassets20.assets, sharedassets23.assets, sharedassets3.assets"
"Yes, that.",,sharedassets20.assets
GO. QUICK.,,sharedassets20.assets
Rûn_Fackla,,sharedassets20.assets
Suclusion?,,sharedassets20.assets
Naturally.,,sharedassets20.assets
FC10 dex-\,,"sharedassets20.assets, sharedassets23.assets"
Yellow_Rat,,sharedassets20.assets
Potential?,,sharedassets20.assets
StopMining,,sharedassets20.assets
As do you.,,sharedassets20.assets
BACK! NOW!,,sharedassets20.assets
A Vulgata!,,sharedassets20.assets
...It's...,,sharedassets20.assets
Oh. Truly?,,sharedassets20.assets
FC18 wis-\,,sharedassets22.assets
.IskWish=1,,sharedassets22.assets
FC20 int-\,,sharedassets22.assets
He pauses.,,sharedassets22.assets
Annoyance?,,sharedassets22.assets
Hesitancy.,,sharedassets22.assets
He smirks.,,sharedassets23.assets
A miracle.,,sharedassets23.assets
Oh. Oh my.,,sharedassets23.assets
He agrees.,,sharedassets23.assets
Stability.,,sharedassets23.assets
.NoSound=1,,sharedassets23.assets
<i>HE.</i>,,sharedassets23.assets
<i>IS.</i>,,sharedassets23.assets
.NoSound=0,,sharedassets23.assets
Dangerous.,,sharedassets23.assets
Insincere.,,sharedassets23.assets
Apologies.,,sharedassets23.assets
Beautiful.,,sharedassets23.assets
YOU. LIVE.,,sharedassets23.assets
DC16 dex-\,,sharedassets24.assets
FC16 dex-\,,sharedassets24.assets
FC12 str-\,,sharedassets24.assets
He coughs.,,sharedassets24.assets
Heretical.,,sharedassets24.assets
Vengeance.,,sharedassets24.assets
",GormJOR=1",,sharedassets24.assets
Oh. (Die.),,sharedassets24.assets
Slaughter.,,sharedassets24.assets
He flails.,,sharedassets24.assets
TurnUndead,,sharedassets24.assets
DC19 cha-\,,sharedassets24.assets
FC19 cha-\,,sharedassets24.assets
DC11 str-\,,"sharedassets3.assets, sharedassets4.assets"
HE. FALLS.,,sharedassets3.assets
<b>No</b>!,,sharedassets3.assets
He is not.,,sharedassets4.assets
Dreampatch,,sharedassets4.assets
.YxIntro=1,,sharedassets4.assets
E-...Yeah.,,sharedassets4.assets
Good. Pet.,,sharedassets4.assets
Celestial.,,sharedassets4.assets
He hisses.,,sharedassets4.assets
...Do you?,,sharedassets4.assets
Yes. Both.,,sharedassets4.assets
DC11 dex-\,,sharedassets4.assets
DC11 wis-\,,sharedassets4.assets
Literally.,,sharedassets4.assets
Confusing.,,sharedassets4.assets
W-what...?,,sharedassets4.assets
He twirls.,,sharedassets4.assets
Alfoz_Idle,,sharedassets4.assets
Simpleton.,,sharedassets4.assets
Oh. Input?,,sharedassets4.assets
"NO, ETTIR.",,sharedassets4.assets
What? Why?,,sharedassets4.assets
R-(Do it.),,sharedassets4.assets
Like. You.,,sharedassets4.assets
Ugh. Fine.,,sharedassets4.assets
ArcaneSeal,,sharedassets4.assets
Honorable.,,sharedassets4.assets
Bloodlust.,,sharedassets4.assets
DO IT NOW.,,sharedassets4.assets
DC15 cha-\,,sharedassets4.assets
Uhh. UHHH.,,sharedassets4.assets
...Really?,,sharedassets4.assets
Nevermind.,,sharedassets4.assets
Discourse!,,sharedassets4.assets
DC21 wis-\,,sharedassets4.assets
No. Later.,,sharedassets4.assets
Boo-oring.,,sharedassets4.assets
HiddenRest,,sharedassets4.assets
Sacrifice.,,sharedassets4.assets
OH. OH MY.,,sharedassets4.assets
OH. OH NO.,,sharedassets4.assets
You mean \,,sharedassets4.assets
CombatIdle,,sharedassets4.assets
Be polite.,,sharedassets4.assets
(Whistle.),,"sharedassets4.assets, sharedassets6.assets"
It's ugly.,,sharedassets5.assets
Heh. Yeah.,,sharedassets6.assets
So boring.,,sharedassets6.assets
DC16 str-\,,sharedassets6.assets
A veteran.,,sharedassets6.assets
...Anyway.,,sharedassets6.assets
The_Corpse,,sharedassets8.assets
Sensitive.,,sharedassets8.assets
<b>NO.</b>,,sharedassets8.assets
No. A gap.,,sharedassets8.assets
Now: LIFT.,,sharedassets9.assets
FC8 cha-\,,"sharedassets0.assets, sharedassets14.assets, sharedassets22.assets, sharedassets23.assets, sharedassets3.assets, sharedassets4.assets"
FC6 int-\,,"sharedassets0.assets, sharedassets23.assets, sharedassets4.assets"
FC9 dex-\,,sharedassets0.assets
DC9 dex-\,,"sharedassets0.assets, sharedassets11.assets, sharedassets2.assets, sharedassets4.assets"
Fortress?,,sharedassets0.assets
DC7 int-\,,"sharedassets0.assets, sharedassets3.assets, sharedassets6.assets"
DC9 int-\,,"sharedassets0.assets, sharedassets12.assets, sharedassets15.assets, sharedassets17.assets, sharedassets20.assets, sharedassets22.assets, sharedassets4.assets"
He fears.,,sharedassets10.assets
He grins.,,"sharedassets10.assets, sharedassets16.assets, sharedassets17.assets, sharedassets4.assets"
EndScene1,,sharedassets10.assets
So do it.,,sharedassets10.assets
EndScene2,,sharedassets10.assets
EndScene3,,sharedassets10.assets
IT BURNS.,,sharedassets10.assets
(Scream.),,"sharedassets10.assets, sharedassets20.assets"
Caretaker,,"sharedassets10.assets, sharedassets3.assets"
Crypt_Key,,sharedassets10.assets
No reply.,,"sharedassets10.assets, sharedassets20.assets, sharedassets24.assets, sharedassets4.assets"
R-(Jump.),,sharedassets11.assets
Don't be.,,sharedassets11.assets
loot_coin,,sharedassets11.assets
(Gurgle.),,sharedassets11.assets
GreenBall,,sharedassets12.assets
Patience.,,sharedassets12.assets
Pressure.,,sharedassets12.assets
He knows.,,sharedassets13.assets
He stops.,,"sharedassets13.assets, sharedassets20.assets"
Annoying.,,sharedassets13.assets
"Ah, yeah.",,sharedassets13.assets
...you...,,sharedassets13.assets
Go ahead.,,sharedassets14.assets
A tingle.,,sharedassets14.assets
Invisible,,sharedassets14.assets
FC5 cha-\,,sharedassets14.assets
Léxandro.,,sharedassets17.assets
Hm. Fine.,,sharedassets17.assets
Then I...,,sharedassets17.assets
DC9 wis-\,,"sharedassets17.assets, sharedassets23.assets"
PRESENCE.,,sharedassets17.assets
(Gasp.) \,,sharedassets17.assets
DC5 int-\,,sharedassets18.assets
open_loot,,sharedassets18.assets
"Ah, cool.",,sharedassets18.assets
(Gulp.) \,,"sharedassets18.assets, sharedassets4.assets, sharedassets6.assets"
In shame.,,sharedassets18.assets
Glorious.,,"sharedassets18.assets, sharedassets6.assets"
ANYTHING!,,sharedassets18.assets
A reward?,,sharedassets18.assets
So stern.,,sharedassets19.assets
(Jolt.) \,,"sharedassets19.assets, sharedassets24.assets"
vo_vattar,,sharedassets19.assets
Esoteric.,,sharedassets2.assets
Uh. Yeah.,,sharedassets2.assets
A weapon?,,sharedassets2.assets
Weakling.,,sharedassets2.assets
FirstLine,,sharedassets2.assets
You fool!,,sharedassets2.assets
POSSIBLY.,,sharedassets2.assets
It helps.,,sharedassets2.assets
A little.,,sharedassets2.assets
What? No!,,sharedassets2.assets
Praying\t,,sharedassets2.assets
(HIGHER.),,sharedassets20.assets
Somewhat.,,"sharedassets20.assets, sharedassets4.assets"
Incoming!,,sharedassets20.assets
A scroll.,,sharedassets20.assets
Yes. YES.,,sharedassets20.assets
SpikeTrap,,sharedassets20.assets
Moo-rose.,,sharedassets20.assets
APPLEBOY.,,sharedassets20.assets
ATTACHED.,,"sharedassets20.assets, sharedassets4.assets"
Goodapple,,sharedassets20.assets
Possibly.,,sharedassets20.assets
A button.,,sharedassets20.assets
FASCISTS!,,sharedassets20.assets
Slightly.,,"sharedassets20.assets, sharedassets4.assets"
Probably.,,sharedassets20.assets
DC8 int-\,,"sharedassets20.assets, sharedassets22.assets"
(Cringe.),,sharedassets20.assets
Insanity.,,sharedassets20.assets
Pre-Fade?,,sharedassets20.assets
A figure.,,sharedassets20.assets
Watching.,,sharedassets20.assets
"No, it's-",,sharedassets20.assets
Not. Yet.,,"sharedassets20.assets, sharedassets7.assets"
Probably?,,sharedassets20.assets
Peaceful.,,sharedassets20.assets
NO. SHIT.,,sharedassets20.assets
No. None.,,sharedassets20.assets
Basilisk.,,sharedassets20.assets
A wizard.,,sharedassets20.assets
A symbol.,,sharedassets20.assets
...Oh no.,,sharedassets20.assets
NO SHIT?!,,sharedassets20.assets
INCOMING.,,sharedassets20.assets
...Fools.,,sharedassets20.assets
Language.,,sharedassets20.assets
...Later.,,sharedassets20.assets
DROP. IT.,,sharedassets20.assets
One. Two.,,sharedassets20.assets
"One, two.",,sharedassets20.assets
FC5 dex-\,,sharedassets20.assets
DC5 dex-\,,sharedassets20.assets
It stops.,,"sharedassets20.assets, sharedassets9.assets"
White_Rat,,sharedassets20.assets
Green_Rat,,sharedassets20.assets
Black_Rat,,sharedassets20.assets
Bene-fit?,,sharedassets20.assets
Horrible.,,"sharedassets20.assets, sharedassets6.assets"
A SPLASH.,,sharedassets20.assets
At first.,,sharedassets20.assets
Or a key.,,sharedassets20.assets
Profound.,,sharedassets21.assets
Laughter.,,sharedassets22.assets
Infernal.,,sharedassets22.assets
Leverage?,,sharedassets22.assets
(Rip it.),,sharedassets22.assets
Movement.,,sharedassets22.assets
Show-off.,,sharedassets22.assets
End this.,,sharedassets22.assets
DC8 cha-\,,"sharedassets22.assets, sharedassets23.assets, sharedassets4.assets"
.RagnT4=1,,sharedassets22.assets
Hm. Well.,,sharedassets22.assets
Oh. So...,,sharedassets23.assets
No. Wait.,,sharedassets23.assets
Oh right.,,sharedassets23.assets
Fancy_Hat,,sharedassets23.assets
A String.,,sharedassets23.assets
A portal.,,sharedassets23.assets
Gruesome.,,sharedassets23.assets
DC6 int-\,,sharedassets23.assets
An altar.,,sharedassets23.assets
You. Are.,,sharedassets23.assets
FC9 wis-\,,sharedassets23.assets
He roars.,,sharedassets23.assets
DC7 con-\,,sharedassets23.assets
FC7 con-\,,sharedassets23.assets
(Shiver.),,sharedassets23.assets
FC7 wis-\,,sharedassets23.assets
FC7 cha-\,,"sharedassets24.assets, sharedassets6.assets"
A coward.,,sharedassets24.assets
DrawSword,,sharedassets24.assets
INSTINCT.,,sharedassets24.assets
A twitch.,,sharedassets24.assets
Horrific.,,sharedassets3.assets
PinjaDead,,sharedassets3.assets
...Snell?,,sharedassets3.assets
(Freeze.),,sharedassets3.assets
DC6 cha-\,,sharedassets3.assets
FC6 cha-\,,"sharedassets3.assets, sharedassets7.assets"
"Ah, shit.",,sharedassets3.assets
Yourself.,,sharedassets3.assets
Again...?,,sharedassets3.assets
Southeast,,sharedassets3.assets
Girl? No.,,sharedassets4.assets
An anura.,,sharedassets4.assets
Too fast.,,sharedassets4.assets
No mercy.,,sharedassets4.assets
vo_triban,,sharedassets4.assets
He winks.,,sharedassets4.assets
TERRIBLE.,,sharedassets4.assets
Barbaric.,,sharedassets4.assets
Hold. On.,,sharedassets4.assets
LyingDown,,sharedassets4.assets
E-No way.,,sharedassets4.assets
I mean...,,sharedassets4.assets
OH! OHHH!,,sharedassets4.assets
A danger.,,sharedassets4.assets
So speak!,,sharedassets4.assets
Yes! Now!,,sharedassets4.assets
It lands.,,sharedassets4.assets
Before...,,sharedassets4.assets
"Wait, no!",,sharedassets4.assets
(Follow.),,sharedassets4.assets
It could.,,sharedassets4.assets
...burns.,,sharedassets4.assets
Adjacent?,,sharedassets4.assets
"Oh, fuck.",,sharedassets4.assets
"Oh, okay.",,sharedassets4.assets
"Yes, yes.",,sharedassets4.assets
(Listen.),,sharedassets4.assets
Anyhow...,,sharedassets4.assets
DC7 cha-\,,sharedassets4.assets
ROMANTIC.,,sharedassets4.assets
BE PROUD.,,sharedassets4.assets
E-Lovely.,,sharedassets4.assets
RELIGION.,,sharedassets6.assets
Remember.,,sharedassets6.assets
That's...,,sharedassets6.assets
Pitiable.,,sharedassets6.assets
Amateurs.,,sharedassets7.assets
He gulps.,,sharedassets7.assets
Dedendum.,,sharedassets7.assets
ESOTERIC.,,sharedassets7.assets
Alarming.,,sharedassets8.assets
Q_TeaShop,,sharedassets8.assets
FlipTable,,sharedassets8.assets
It's a...,,sharedassets8.assets
(Do not.),,sharedassets9.assets
E-Whoops.,,sharedassets9.assets
Perhaps.,,"sharedassets0.assets, sharedassets18.assets, sharedassets20.assets, sharedassets23.assets, sharedassets24.assets, sharedassets8.assets"
A glare.,,sharedassets0.assets
"Oh, yes.",,sharedassets0.assets
Slander.,,sharedassets0.assets
Slamming,,sharedassets0.assets
Tackling,,"sharedassets0.assets, sharedassets14.assets, sharedassets20.assets, sharedassets23.assets"
CONTACT.,,sharedassets0.assets
Correct.,,"sharedassets10.assets, sharedassets18.assets, sharedassets2.assets, sharedassets20.assets, sharedassets6.assets"
Finally!,,sharedassets10.assets
Oh shit!,,"sharedassets10.assets, sharedassets4.assets"
Oh fuck.,,"sharedassets10.assets, sharedassets6.assets"
A truth.,,sharedassets10.assets
Radiant.,,sharedassets10.assets
(Grunt.),,sharedassets10.assets
(Leave.),,"sharedassets11.assets, sharedassets18.assets, sharedassets3.assets, sharedassets4.assets"
(Sob.) \,,sharedassets11.assets
Keyboard,,sharedassets11.assets
(Groan.),,"sharedassets11.assets, sharedassets19.assets, sharedassets23.assets, sharedassets4.assets, sharedassets6.assets"
Is he...,,sharedassets11.assets
Hm. Yes.,,"sharedassets11.assets, sharedassets20.assets"
E-Later.,,"sharedassets13.assets, sharedassets8.assets"
Ah shit.,,sharedassets13.assets
WRIGGLE!,,sharedassets13.assets
Shit...!,,sharedassets13.assets
Sucks...,,sharedassets13.assets
E-Whelp.,,"sharedassets14.assets, sharedassets20.assets"
Grabbing,,sharedassets14.assets
Stabbing,,"sharedassets14.assets, sharedassets4.assets"
Tripping,,sharedassets14.assets
"Ah, yes.",,"sharedassets14.assets, sharedassets2.assets"
Oh no...,,"sharedassets16.assets, sharedassets6.assets"
However.,,sharedassets17.assets
WakingUp,,sharedassets17.assets
(Cheer.),,sharedassets17.assets
NEUTRAL.,,sharedassets17.assets
OH WELL.,,sharedassets17.assets
AGILITY.,,sharedassets17.assets
TYPICAL.,,sharedassets17.assets
Revenge?,,sharedassets17.assets
It dies.,,sharedassets18.assets
Be COOL!,,sharedassets18.assets
Ominous.,,"sharedassets18.assets, sharedassets20.assets, sharedassets4.assets, sharedassets6.assets"
Oh yeah.,,"sharedassets18.assets, sharedassets4.assets"
(Bow.) \,,"sharedassets19.assets, sharedassets20.assets"
Hmm. No.,,sharedassets19.assets
A smirk?,,sharedassets19.assets
Pff. No.,,sharedassets19.assets
A quest?,,sharedassets19.assets
So rude.,,sharedassets19.assets
A Shard.,,sharedassets2.assets
No shit.,,sharedassets2.assets
A sword.,,sharedassets2.assets
E-Right.,,"sharedassets2.assets, sharedassets4.assets, sharedassets7.assets"
Perfect.,,sharedassets20.assets
Careful.,,sharedassets20.assets
OH GODS!,,sharedassets20.assets
...Fine.,,sharedassets20.assets
CutScene,,sharedassets20.assets
FreezePC,,sharedassets20.assets
Moongore,,"sharedassets20.assets, sharedassets4.assets"
Respect.,,sharedassets20.assets
Respect?,,sharedassets20.assets
BORING?!,,sharedassets20.assets
So loud.,,sharedassets20.assets
A voice:,,sharedassets20.assets
Silence.,,"sharedassets20.assets, sharedassets22.assets"
He died.,,sharedassets20.assets
(Laugh.),,"sharedassets20.assets, sharedassets7.assets"
No <no>.,,"sharedassets20.assets, sharedassets7.assets"
MASSIVE!,,sharedassets20.assets
Neither.,,sharedassets20.assets
(Do it.),,sharedassets20.assets
Amethyst,,sharedassets20.assets
Skeleton,,sharedassets20.assets
Phew...!,,sharedassets20.assets
Slashing,,sharedassets20.assets
Wha...?!,,sharedassets20.assets
(Dodge.),,sharedassets20.assets
Excuses!,,sharedassets20.assets
NO MORE!,,sharedassets20.assets
WARNING.,,sharedassets20.assets
vo_roper,,sharedassets20.assets
Lashing.,,sharedassets20.assets
Breathe.,,"sharedassets20.assets, sharedassets24.assets"
Fades...,,sharedassets20.assets
Dungeon?,,sharedassets20.assets
It does.,,sharedassets20.assets
Clearly.,,"sharedassets20.assets, sharedassets8.assets"
So yeah.,,sharedassets20.assets
Another.,,sharedassets20.assets
It is...,,sharedassets20.assets
Wet_Deed,,sharedassets20.assets
Ancient.,,sharedassets20.assets
(Cough.),,"sharedassets20.assets, sharedassets23.assets"
(Stand.),,"sharedassets20.assets, sharedassets24.assets"
Helpful.,,sharedassets20.assets
Madness.,,sharedassets20.assets
Victory.,,sharedassets21.assets
Typical.,,sharedassets21.assets
A pause.,,sharedassets21.assets
Failure.,,sharedassets22.assets
Scrying.,,sharedassets22.assets
A sound.,,"sharedassets22.assets, sharedassets23.assets"
Factual.,,sharedassets22.assets
Unmasked,,sharedassets22.assets
OH SHIT.,,sharedassets22.assets
What...?,,"sharedassets23.assets, sharedassets4.assets"
AH. Yes!,,sharedassets23.assets
Awkward.,,sharedassets23.assets
Unfreeze,,sharedassets23.assets
Stilted.,,sharedassets23.assets
TRAPPED.,,sharedassets23.assets
(Stomp.),,sharedassets23.assets
Dying...,,sharedassets23.assets
Falling2,,sharedassets23.assets
Falling3,,sharedassets23.assets
A tooth.,,sharedassets23.assets
(Focus.),,sharedassets23.assets
(Watch.),,sharedassets23.assets
OH GODS.,,sharedassets24.assets
It's...!,,sharedassets24.assets
A smile?,,sharedassets24.assets
A smile.,,sharedassets24.assets
...back.,,sharedassets24.assets
Handler?,,sharedassets3.assets
Win-win.,,sharedassets3.assets
...Okay.,,sharedassets3.assets
You fly.,,sharedassets4.assets
Be open.,,sharedassets4.assets
Floating,,sharedassets4.assets
NOTHING?,,sharedassets4.assets
Dancing2,,sharedassets4.assets
Macabre?,,sharedassets4.assets
Do. Not.,,sharedassets4.assets
GiveItem,,sharedassets4.assets
TimeSkip,,sharedassets4.assets
MillSpot,,sharedassets4.assets
...Sure.,,sharedassets4.assets
A thing?,,sharedassets4.assets
Ouch...!,,sharedassets4.assets
(Scowl.),,sharedassets4.assets
Go! Now!,,sharedassets4.assets
Jackpot!,,sharedassets4.assets
Secured?,,sharedassets4.assets
A laugh.,,sharedassets4.assets
A grunt?,,sharedassets4.assets
A spell!,,sharedassets4.assets
He bows.,,sharedassets4.assets
Excited?,,sharedassets4.assets
Worried?,,sharedassets4.assets
RollLock,,sharedassets4.assets
(Reach.),,sharedassets4.assets
Mimicry.,,sharedassets5.assets
About...,,sharedassets6.assets
Be glad.,,sharedassets6.assets
LongRest,,sharedassets6.assets
Beneath.,,sharedassets8.assets
A chain.,,sharedassets8.assets
A crack?,,sharedassets8.assets
OpenDoor,,sharedassets8.assets
Freedom.,,sharedassets8.assets
E-Great.,,sharedassets9.assets
A CURSE.,,sharedassets9.assets
E-Great?,,sharedassets9.assets
Mortal.,,sharedassets0.assets
Danger.,,sharedassets0.assets
'Your'?,,sharedassets0.assets
"(Say, \",,sharedassets0.assets
Working,,sharedassets10.assets
Whoops!,,sharedassets10.assets
E-Cool.,,"sharedassets10.assets, sharedassets13.assets, sharedassets19.assets"
No way.,,"sharedassets10.assets, sharedassets4.assets"
